,course,num_students,avg_gpa,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F
916,CS 538: Advanced Computer Networks,90,3.82,5.6,62.2,22.2,5.6,3.3,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0
917,CS 540: Deep Learning Theory,56,3.82,10.7,55.4,21.4,5.4,5.4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
918,CS 545: Machine Learning for Signal Processing,131,3.75,22.1,42.7,19.8,0.0,12.2,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0
919,CS 554: Parallel Numerical Algorithms,21,3.92,23.8,57.1,14.3,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920,CS 555: Numerical Methods for PDEs,89,3.9,16.9,68.5,5.6,3.4,3.4,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
921,CS 562: Adv. Trustworthy Mach. Lrng.,92,3.89,4.3,70.7,18.5,5.4,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
922,"CS 562: Advanced Topics in Security, Privacy, and Machine Learning",49,3.9,0.0,85.7,6.1,6.1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
923,CS 563: Advanced Computer Security,51,3.76,21.6,45.1,15.7,13.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
924,CS 565: Ethics in AI,33,3.68,0.0,18.2,72.7,6.1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
925,CS 565: Human-Computer Interaction,152,3.77,1.3,63.8,16.4,9.2,5.9,1.3,0.7,1.3,0.0,0.0,0.0,0.0,0.0
926,CS 568: User-Centered Machine Learning,256,3.96,56.2,35.5,7.0,0.0,0.8,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
927,CS 574: Randomized Algorithms,51,3.71,7.8,52.9,15.7,11.8,9.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
928,CS 583: Approximation Algorithms,33,3.62,9.1,48.5,15.2,9.1,6.1,9.1,0.0,0.0,0.0,0.0,3.0,0.0,0.0
929,CS 588: Autonomous Vehicle System Engineering,66,3.29,15.2,15.2,15.2,18.2,13.6,10.6,3.0,3.0,4.5,0.0,1.5,0.0,0.0
930,CS 598: 3-D Vision,37,3.97,21.6,73.0,2.7,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
931,CS 598: ADV Comp. Topics in Robotics,56,3.42,7.1,28.6,19.6,17.9,12.5,7.1,1.8,0.0,1.8,0.0,3.6,0.0,0.0
932,CS 598: Advanced Bayesian Modeling,313,3.5,11.8,36.1,16.0,13.1,12.8,2.2,1.0,3.2,0.0,1.6,0.6,0.0,1.6
933,CS 598: Advanced Computer Vision,26,3.81,19.2,73.1,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8
934,CS 598: Advanced Data Structures,27,3.64,11.1,22.2,44.4,11.1,7.4,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0
935,CS 598: Conversational AI,65,3.84,29.2,43.1,13.8,7.7,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
936,CS 598: Deep Learning For Healthcare,72,3.89,30.6,47.2,16.7,2.8,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
937,CS 598: Deep Learning for Healthcare,285,3.79,17.5,50.9,18.9,7.0,2.1,1.1,1.1,0.4,0.0,0.0,0.0,0.0,1.1
938,CS 598: Deep Learning with Graphs,43,3.93,20.9,60.5,16.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
939,CS 598: Deep Lrng for Healthcare,341,3.84,46.0,31.4,12.3,3.8,2.9,2.1,0.0,0.9,0.0,0.0,0.0,0.0,0.6
940,CS 598: Deep Lrng. for Robotic Manip.,29,3.86,17.2,79.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4
941,CS 598: Embodied Natural Language Proc,28,3.95,32.1,64.3,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
942,CS 598: Endpt Threat Detect. & Invest.,22,3.85,45.5,18.2,31.8,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
943,CS 598: Fault-Tolerant Dist Algorithms,38,3.46,15.8,15.8,15.8,23.7,18.4,7.9,2.6,0.0,0.0,0.0,0.0,0.0,0.0
944,CS 598: Foundations of Data Curation,628,3.94,47.6,41.2,8.0,1.6,1.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
945,CS 598: Frontiers of Quantum Complex.,24,3.96,0.0,95.8,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
946,CS 598: HCI for ML,74,3.92,21.6,62.2,9.5,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
947,CS 598: How to Do Research,36,3.92,11.1,69.4,13.9,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
948,CS 598: LLM Post-pretraining,42,3.96,73.8,21.4,0.0,2.4,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
949,"CS 598: Lang., Interfaces, and Comm.",28,3.86,0.0,75.0,14.3,7.1,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
950,CS 598: Learning to learn,61,3.96,3.3,91.8,3.3,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0
951,CS 598: ML + Data Systems,45,3.94,8.9,82.2,4.4,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
952,CS 598: Probabilistic Graphical Models,26,3.36,50.0,7.7,0.0,15.4,3.8,3.8,3.8,11.5,0.0,0.0,0.0,0.0,3.8
953,CS 598: Proof Automation,22,3.91,72.7,9.1,9.1,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
954,CS 598: Quantum Cryptography,25,3.73,20.0,48.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
955,CS 598: Reliability of Cloud-Scale Sys,33,3.77,15.2,36.4,27.3,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
956,CS 598: Robotics,26,3.83,38.5,53.8,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,3.8,0.0,0.0
957,CS 598: Sec and Priv for home IoT,22,3.88,36.4,40.9,9.1,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
958,CS 598: Secure Computation,30,3.67,0.0,76.7,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3
959,CS 598: Special Top. in Robot Learning,26,3.87,30.8,46.2,15.4,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
960,CS 598: Systems for GenAI,42,3.93,0.0,81.0,16.7,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
961,CW 100: Intro to Creative Writing,295,3.47,21.4,40.0,10.8,8.8,5.4,2.0,1.7,1.4,1.0,0.3,1.7,0.3,5.1
962,CW 200: Reading for Writers,43,3.5,48.8,16.3,2.3,11.6,7.0,4.7,2.3,0.0,2.3,0.0,0.0,0.0,4.7
963,"CW 243: The Craft Essay: Creative Reading, Reflection, and Revision",22,3.41,0.0,45.5,18.2,4.5,9.1,13.6,0.0,4.5,0.0,0.0,4.5,0.0,0.0
964,CWL 114: Global Consciousness and Lit,471,3.57,56.7,13.6,5.7,6.6,5.7,1.9,2.1,1.5,0.4,1.1,0.2,0.2,4.2
965,CWL 189: Literatures of the Islamic World,53,3.7,35.8,35.8,9.4,3.8,5.7,3.8,1.9,1.9,0.0,0.0,0.0,1.9,0.0
966,CWL 204: US Border Literatures and Cultures,25,2.64,12.0,16.0,8.0,4.0,20.0,8.0,0.0,4.0,8.0,0.0,4.0,4.0,12.0
967,CWL 207: Indian Cinema in Context,1141,3.92,1.1,89.5,4.9,1.2,1.6,0.9,0.2,0.0,0.0,0.0,0.0,0.1,0.5
968,CWL 211: The Arab-Israeli Conflict,44,2.9,11.4,13.6,13.6,13.6,4.5,11.4,6.8,4.5,6.8,4.5,6.8,2.3,0.0
969,CWL 241: Early Masterpieces of Western Culture,373,3.54,25.7,32.2,15.0,5.6,8.6,4.0,1.9,2.7,1.1,0.3,0.0,0.5,2.4
970,CWL 242: Modern Masterpieces of Western Culture,337,3.34,11.6,38.6,16.6,8.0,6.8,4.7,2.1,1.5,0.6,1.2,1.2,1.8,5.3
971,CWL 320: Holocaust on Screen,78,2.73,16.7,3.8,3.8,12.8,17.9,12.8,9.0,5.1,7.7,1.3,0.0,0.0,9.0
972,CWL 320: Responses to the Holocaust,46,2.59,0.0,6.5,6.5,23.9,8.7,17.4,10.9,13.0,2.2,0.0,0.0,2.2,8.7
973,DANC 100: Intro to Contemporary Dance,1628,3.61,29.7,41.5,8.5,4.6,4.5,2.7,1.0,1.2,1.2,0.4,0.9,0.5,3.3
974,DANC 101: Modern Dance I,26,3.82,30.8,50.0,7.7,0.0,7.7,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0
975,DANC 105: Jazz Dance I,23,3.72,13.0,52.2,13.0,8.7,8.7,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0
976,DANC 107: Ballet I,22,3.89,0.0,81.8,9.1,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
977,DANC 111: House,23,3.78,39.1,43.5,4.3,0.0,4.3,4.3,0.0,0.0,4.3,0.0,0.0,0.0,0.0
978,DANC 116: Dance I: Ballet,77,3.74,35.1,42.9,5.2,5.2,3.9,2.6,1.3,1.3,1.3,0.0,0.0,0.0,1.3
979,DANC 116: Dance I: Ballroom,23,3.81,65.2,21.7,4.3,0.0,0.0,0.0,4.3,0.0,4.3,0.0,0.0,0.0,0.0
980,DANC 116: Dance I: Social Dances,23,3.81,8.7,69.6,13.0,0.0,0.0,4.3,0.0,4.3,0.0,0.0,0.0,0.0,0.0
981,DANC 200: Explore Music through Dance,108,3.56,23.1,53.7,4.6,3.7,2.8,1.9,0.9,0.0,0.0,1.9,0.9,0.9,5.6
982,DANC 201: Yoga Practicum,104,3.82,54.8,26.9,8.7,1.9,3.8,0.0,1.9,0.0,0.0,1.0,0.0,0.0,1.0
983,DANC 209: Lyric Theatre Dance,22,3.77,4.5,77.3,0.0,4.5,4.5,4.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0
984,"DANC 259: Contact Improvisation for Actors, Musicians and Dancers",21,3.81,14.3,61.9,9.5,4.8,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
985,DANC 270: Dancing in Community I,22,3.46,13.6,36.4,18.2,4.5,4.5,4.5,4.5,13.6,0.0,0.0,0.0,0.0,0.0
986,DANC 340: Dancing Black Popular Culture,262,3.4,1.9,32.1,27.9,14.1,7.3,6.9,2.3,3.1,0.8,0.8,0.0,1.5,1.5
987,DANC 345: Dance Anatomy and Kinesiology,24,2.9,8.3,25.0,16.7,8.3,4.2,4.2,8.3,4.2,4.2,4.2,4.2,0.0,8.3
988,DANC 360: Int/Adv Contemp Mod Tech Core,21,3.67,28.6,19.0,23.8,14.3,9.5,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
989,DTX 251: Introduction to Design Thinking,28,3.92,67.9,21.4,7.1,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0
990,DTX 455: Design for Social Impact,23,3.74,13.0,65.2,0.0,8.7,4.3,0.0,4.3,4.3,0.0,0.0,0.0,0.0,0.0
991,DTX 495: Intro to UX Theory and Tools,26,3.9,53.8,30.8,7.7,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
992,EALC 207: Classical Chinese Lit,36,3.66,0.0,47.2,30.6,2.8,11.1,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
993,EALC 208: Chinese Cinema,40,3.68,42.5,27.5,17.5,0.0,2.5,2.5,0.0,5.0,0.0,0.0,0.0,0.0,2.5
994,EALC 212: East Asian Art History,62,2.94,9.7,27.4,11.3,3.2,12.9,6.5,1.6,8.1,3.2,4.8,1.6,6.5,3.2
995,EALC 222: Chinese Thought and Culture,78,3.34,17.9,28.2,7.7,15.4,9.0,5.1,5.1,2.6,5.1,1.3,1.3,1.3,0.0
996,EALC 230: Popular Cultures of Contemporary East Asia,700,3.65,24.6,38.1,15.0,6.7,6.7,3.0,1.7,1.3,0.9,0.3,0.3,0.4,1.0
997,EALC 250: Intro to Japanese Culture,110,2.94,10.0,14.5,19.1,6.4,14.5,10.0,5.5,5.5,3.6,1.8,0.9,1.8,6.4
998,EALC 275: Masterpieces of East Asian Lit,121,3.6,14.9,45.5,17.4,8.3,7.4,0.0,0.8,0.0,1.7,0.0,0.8,0.0,3.3
999,EALC 285: Intro to Korea Through Film,129,3.7,47.3,20.2,12.4,9.3,3.9,0.8,2.3,0.8,0.8,1.6,0.0,0.0,0.8
1000,EALC 305: Japan Lit in Translation I,21,3.7,9.5,23.8,42.9,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,EALC 320: Sacred Sites in Japan,24,2.6,12.5,25.0,0.0,16.7,4.2,0.0,4.2,8.3,4.2,4.2,0.0,4.2,16.7
1002,EALC 327: Tokyo: Then and Now,23,3.88,0.0,87.0,4.3,4.3,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0
1003,EALC 365: Contemporary Korean Society,59,3.63,25.4,28.8,20.3,13.6,3.4,3.4,1.7,0.0,1.7,0.0,0.0,0.0,1.7
1004,ECE 110: Introduction to Electronics,1260,2.97,9.7,21.1,11.6,11.0,12.4,7.5,6.0,5.9,4.0,2.3,1.8,0.7,6.0
1005,ECE 120: Introduction to Computing,1399,3.29,17.9,23.2,15.7,10.7,11.4,5.0,4.3,3.3,2.1,1.4,1.3,0.6,3.1
1006,ECE 199: Undergraduate Open Seminar,47,3.57,59.6,17.0,6.4,0.0,0.0,0.0,6.4,2.1,4.3,0.0,0.0,2.1,2.1
1007,ECE 205: Electrical and Electronic Circuits,998,3.44,37.2,17.9,10.5,7.1,8.4,6.0,3.8,2.8,1.4,1.3,0.9,0.8,1.8
1008,ECE 206: Electrical and Electronic Circuits Lab,272,3.52,47.8,22.8,6.6,2.9,2.9,4.4,0.7,2.9,1.5,1.5,2.2,0.7,2.9
1009,ECE 210: Analog Signal Processing,1382,2.61,6.2,5.4,5.8,15.6,13.8,13.2,9.5,9.0,7.5,4.3,3.9,2.9,3.0
1010,ECE 211: Analog Circuits & Systems,45,2.72,2.2,8.9,8.9,13.3,15.6,15.6,4.4,17.8,8.9,0.0,0.0,2.2,2.2
1011,ECE 220: Computer Systems & Programming,1861,3.0,8.0,20.8,14.7,11.7,11.7,7.4,5.6,6.3,2.8,2.9,2.2,1.6,4.3
1012,ECE 298: Semiconductor Chips Revolution,258,3.91,15.5,73.6,3.9,3.9,0.8,0.8,0.0,0.8,0.8,0.0,0.0,0.0,0.0
1013,ECE 298: Special Topics,24,3.43,50.0,20.8,8.3,0.0,4.2,0.0,0.0,8.3,0.0,0.0,0.0,0.0,8.3
1014,ECE 310: Digital Signal Processing,1122,2.93,8.6,16.2,9.9,10.2,16.2,9.6,6.4,8.8,5.9,3.3,1.8,0.4,2.5
1015,ECE 311: Digital Signal Processing Lab,1467,3.59,24.9,38.0,14.1,6.1,5.2,3.7,1.6,1.3,0.8,0.7,0.3,0.4,2.8
1016,ECE 313: Probability with Engrg Applic,1580,2.85,4.9,13.9,8.0,10.9,20.4,10.8,8.0,11.2,4.6,1.6,2.7,0.6,2.5
1017,ECE 317: ECE Technology & Management,27,3.79,0.0,51.9,40.7,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1018,ECE 329: Fields and Waves I,880,2.78,10.7,12.8,9.9,10.0,11.7,8.6,9.2,9.2,4.9,3.1,3.5,1.5,4.9
1019,ECE 330: Power Ckts & Electromechanics,330,3.09,7.0,20.6,16.1,10.0,13.0,10.6,7.6,4.5,2.7,3.6,1.2,2.1,0.9
1020,ECE 333: Green Electric Energy,601,3.15,7.5,12.8,22.0,16.8,12.8,12.0,5.7,3.5,1.8,1.7,1.0,1.0,1.5
1021,ECE 340: Semiconductor Electronics,392,2.61,4.3,14.0,6.1,5.9,18.4,9.2,5.9,15.8,6.9,1.3,6.1,1.5,4.6
1022,ECE 342: Electronic Circuits,368,3.22,11.4,18.7,14.4,12.0,16.8,11.7,6.5,3.8,1.4,0.3,1.6,0.0,1.4
1023,ECE 343: Electronic Circuits Laboratory,26,3.81,65.4,23.1,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0
1024,ECE 364: Programming Methods for Machine Learning,43,3.74,27.9,48.8,2.3,7.0,4.7,2.3,4.7,2.3,0.0,0.0,0.0,0.0,0.0
1025,ECE 365: Data Science and Engineering,182,3.25,17.6,15.9,20.9,18.1,4.9,3.3,3.8,3.3,5.5,1.1,3.8,0.0,1.6
1026,ECE 380: Biomedical Imaging,78,3.51,14.1,20.5,29.5,15.4,7.7,7.7,3.8,0.0,0.0,0.0,0.0,1.3,0.0
1027,ECE 391: Computer Systems Engineering,2714,2.9,2.3,22.9,8.7,12.5,15.8,10.5,5.7,6.2,4.3,2.5,2.7,1.5,4.3
1028,ECE 398: Progm Mthds - Machine Learning,59,3.34,6.8,28.8,3.4,10.2,40.7,5.1,0.0,5.1,0.0,0.0,0.0,0.0,0.0
1029,ECE 401: Signal Processing,26,3.56,11.5,53.8,3.8,11.5,3.8,3.8,0.0,7.7,0.0,3.8,0.0,0.0,0.0
1030,ECE 402: Electronic Music Synthesis,94,3.68,11.7,51.1,8.5,10.6,12.8,2.1,0.0,3.2,0.0,0.0,0.0,0.0,0.0
1031,ECE 407: Cryptography,194,3.46,7.7,46.9,7.7,8.2,11.3,6.7,4.1,3.1,1.0,1.0,0.0,0.5,1.5
1032,ECE 408: Applied Parallel Programming,760,2.9,2.6,14.2,12.1,14.2,18.3,8.9,7.4,11.7,3.7,1.6,1.6,2.2,1.4
1033,ECE 411: Computer Organization & Design,570,2.96,4.0,13.7,17.4,13.5,13.3,10.2,7.9,8.1,4.7,2.8,2.6,1.1,0.7
1034,ECE 416: Biosensors,122,3.48,37.7,21.3,6.6,8.2,12.3,0.8,2.5,4.1,3.3,0.0,2.5,0.0,0.8
1035,ECE 417: Multimedia Signal Processing,68,3.56,14.7,32.4,27.9,8.8,7.4,0.0,2.9,0.0,1.5,1.5,1.5,1.5,0.0
1036,ECE 418: Image & Video Processing,81,3.61,12.3,34.6,27.2,7.4,3.7,8.6,6.2,0.0,0.0,0.0,0.0,0.0,0.0
1037,ECE 421: Neural Interface Engineering,62,3.52,21.0,22.6,17.7,16.1,14.5,1.6,3.2,1.6,0.0,0.0,0.0,0.0,1.6
1038,ECE 425: Intro to VLSI System Design,157,3.2,8.9,25.5,14.6,12.1,14.0,8.3,4.5,5.1,1.3,0.6,0.6,0.6,3.8
1039,ECE 431: Electric Machinery,124,3.34,0.8,41.9,7.3,5.6,27.4,5.6,2.4,5.6,0.8,0.0,1.6,0.0,0.8
1040,ECE 434: Mobile Computing & Application,142,3.54,7.7,28.2,31.0,14.8,9.2,4.2,0.7,0.7,2.8,0.0,0.7,0.0,0.0
1041,ECE 434: Real World Algorithms for IoT and Data Science,104,3.51,10.6,16.3,29.8,27.9,6.7,5.8,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1042,ECE 439: Wireless Networks,24,3.58,16.7,29.2,33.3,8.3,0.0,4.2,4.2,0.0,0.0,0.0,4.2,0.0,0.0
1043,ECE 444: IC Device Theory & Fabrication,185,3.41,14.1,36.2,11.4,2.2,15.7,6.5,5.4,3.2,3.8,0.0,1.6,0.0,0.0
1044,ECE 445: Senior Design Project Lab,2650,3.29,7.3,24.8,12.8,15.7,17.3,8.9,6.0,4.1,1.4,0.2,0.3,0.5,0.8
1045,ECE 451: Adv Microwave Measurements,26,3.59,19.2,34.6,11.5,7.7,19.2,3.8,0.0,3.8,0.0,0.0,0.0,0.0,0.0
1046,ECE 454: Antennas,22,3.47,0.0,36.4,40.9,0.0,4.5,0.0,9.1,4.5,4.5,0.0,0.0,0.0,0.0
1047,ECE 455: Optical Electronics,36,3.69,22.2,38.9,8.3,16.7,5.6,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1048,ECE 460: Optical Imaging,27,3.63,18.5,55.6,0.0,7.4,7.4,0.0,0.0,3.7,7.4,0.0,0.0,0.0,0.0
1049,ECE 464: Power Electronics,269,3.09,15.6,17.1,12.3,10.4,10.8,8.9,8.2,5.9,2.6,2.6,3.3,0.7,1.5
1050,ECE 469: Power Electronics Laboratory,145,3.86,53.8,29.7,8.3,3.4,2.1,0.7,0.0,0.7,0.0,0.0,0.7,0.7,0.0
1051,ECE 470: Introduction to Robotics,859,3.53,9.7,34.9,21.4,13.3,9.4,3.5,2.7,1.7,1.3,1.2,0.6,0.1,0.2
1052,ECE 471: Data Science Analytics using Probabilistic Graph Models,74,3.39,9.5,23.0,14.9,25.7,10.8,8.1,5.4,0.0,0.0,1.4,0.0,1.4,0.0
1053,ECE 476: Power System Analysis,31,2.8,9.7,19.4,9.7,6.5,6.5,6.5,6.5,12.9,3.2,12.9,6.5,0.0,0.0
1054,ECE 479: IoT and Cognitive Computing,124,3.3,9.7,18.5,17.7,18.5,14.5,7.3,8.1,2.4,1.6,0.0,0.8,0.0,0.8
1055,ECE 481: Nanotechnology,55,3.67,21.8,41.8,7.3,1.8,23.6,1.8,0.0,1.8,0.0,0.0,0.0,0.0,0.0
1056,ECE 483: Analog IC Design,194,3.27,6.7,28.9,22.2,10.8,8.2,8.8,4.1,2.1,1.0,0.0,2.1,2.1,3.1
1057,ECE 484: Principles of Safe Autonomy,270,3.61,7.4,34.8,28.9,14.4,9.3,2.2,1.5,0.0,0.4,0.0,0.0,0.4,0.7
1058,ECE 486: Control Systems,270,3.42,21.9,24.1,11.1,11.9,14.4,5.2,3.3,4.4,2.2,0.4,0.4,0.0,0.7
1059,ECE 488: Compound Semicond & Devices,27,3.56,18.5,25.9,11.1,18.5,18.5,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1060,ECE 490: Introduction to Optimization,170,3.6,13.5,44.1,11.2,11.8,8.8,4.7,2.4,1.2,1.2,0.0,0.6,0.0,0.6
1061,ECE 498: Advanced VLSI System Design,132,3.9,0.0,81.8,9.1,6.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1062,ECE 498: Data Science & Analytics,24,3.36,16.7,20.8,12.5,16.7,8.3,12.5,8.3,0.0,4.2,0.0,0.0,0.0,0.0
1063,ECE 498: Electric Mobility Systems,22,3.85,4.5,54.5,36.4,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1064,ECE 498: IoT and Cognitive Computing,38,3.07,7.9,21.1,23.7,7.9,10.5,2.6,5.3,5.3,5.3,2.6,2.6,2.6,2.6
1065,ECE 498: Power Electronics Control,25,3.79,56.0,12.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1066,ECE 498: Quantum Info Processing Theory,31,3.79,0.0,51.6,32.3,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1067,ECE 511: Computer Architecture,108,3.86,0.9,70.4,17.6,7.4,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1068,ECE 512: Computer Microarchitecture,26,3.13,3.8,19.2,11.5,15.4,19.2,11.5,3.8,11.5,3.8,0.0,0.0,0.0,0.0
1069,ECE 513: Vector Space Signal Processing,22,3.42,13.6,22.7,22.7,18.2,9.1,4.5,0.0,4.5,0.0,0.0,4.5,0.0,0.0
1070,ECE 515: Control System Theory & Design,235,3.76,12.8,52.3,12.8,13.6,3.8,3.4,0.9,0.4,0.0,0.0,0.0,0.0,0.0
1071,ECE 517: Nonlinear & Adaptive Control,24,3.89,62.5,25.0,4.2,0.0,4.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1072,ECE 522: Emerging Memory and Storage Systems,77,3.76,1.3,70.1,11.7,7.8,5.2,1.3,0.0,1.3,0.0,0.0,0.0,0.0,1.3
1073,ECE 526: Distributed Algorithms,51,3.38,9.8,19.6,25.5,27.5,2.0,5.9,0.0,5.9,0.0,0.0,2.0,0.0,2.0
1074,ECE 528: Analysis of Nonlinear Systems,25,3.92,12.0,72.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1075,ECE 529: Light-Matter Interactions,28,3.86,14.3,50.0,28.6,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1076,ECE 534: Random Processes,97,3.72,13.4,42.3,21.6,11.3,8.2,1.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0
1077,ECE 537: Speech Processing Fundamentals,24,3.65,4.2,29.2,33.3,29.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1078,ECE 540: Computational Electromagnetics,21,3.6,14.3,33.3,14.3,19.0,14.3,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0
1079,ECE 543: Statistical Learning Theory,66,3.88,47.0,42.4,7.6,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.5
1080,ECE 544: Pattern Recognition,159,3.64,6.9,30.2,29.6,22.0,10.1,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1081,ECE 546: Advanced Signal Integrity,21,3.97,0.0,95.2,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1082,ECE 549: Computer Vision,911,3.67,9.4,58.9,8.5,6.0,9.4,1.8,1.3,2.1,0.3,0.2,0.5,0.5,0.9
1083,ECE 554: Dynamic System Reliability,21,3.73,19.0,47.6,14.3,0.0,9.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1084,ECE 563: Information Theory,23,3.8,13.0,56.5,17.4,8.7,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0
1085,ECE 574: Nanophotonics,23,3.84,21.7,39.1,30.4,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1086,ECE 580: Optimiz by Vector Space Methds,33,3.81,66.7,12.1,15.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1087,ECE 581: Advanced Analog IC Design,25,3.76,16.0,52.0,12.0,8.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1088,ECE 584: Embedded System Verification,24,3.79,25.0,37.5,25.0,4.2,4.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1089,ECE 585: MOS Device Modeling & Design,21,3.4,4.8,28.6,14.3,19.0,14.3,9.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0
1090,ECE 598: Adv RF & mm-Wave Design,25,3.61,16.0,20.0,20.0,36.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1091,ECE 598: Broadband Wireline Circuits,39,3.84,10.3,56.4,23.1,5.1,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1092,ECE 598: Principles of Blockchains,120,3.89,34.2,50.8,5.8,5.0,2.5,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0
1093,ECON 102: Microeconomic Principles,10592,3.32,23.1,23.0,12.6,9.7,9.4,5.2,4.2,4.3,3.1,1.7,1.3,0.8,1.9
1094,ECON 103: Macroeconomic Principles,18521,3.51,15.0,35.9,16.9,10.4,9.9,2.9,2.6,2.1,0.7,0.7,0.6,0.3,2.1
