,course,num_students,avg_gpa,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F
1088,CS 440: Artificial Intelligence,3101,3.43,8.5,35.9,17.6,11.9,10.9,4.2,2.9,3.3,1.4,0.6,0.6,0.7,1.5
1089,CS 441: Applied Machine Learning,5213,3.79,14.7,65.5,9.4,3.0,2.1,1.2,0.8,0.6,0.5,0.3,0.1,0.3,1.6
1090,CS 442: Trustworthy Machine Learning,43,3.43,20.9,25.6,16.3,9.3,18.6,2.3,0.0,2.3,0.0,0.0,0.0,0.0,4.7
1091,CS 443: Reinforcement Learning,130,3.19,12.3,20.8,12.3,12.3,12.3,9.2,9.2,3.8,2.3,3.1,0.8,1.5,0.0
1092,CS 444: Deep Learning for Computer Vision,957,3.65,18.2,51.6,9.7,3.0,8.6,1.4,1.1,2.8,0.7,0.3,0.6,0.2,1.7
1093,CS 445: Computational Photography,1117,3.55,20.9,34.6,22.0,7.0,4.3,2.7,1.4,1.0,1.0,0.7,0.9,1.0,2.6
1094,CS 446: Machine Learning,1674,3.41,8.7,29.6,20.6,15.1,8.8,5.6,3.6,4.2,1.1,0.5,0.5,0.5,1.2
1095,CS 447: Natural Language Processing,1086,3.64,20.7,33.1,25.6,8.6,5.0,2.7,1.1,0.5,0.2,0.3,0.3,0.0,2.0
1096,CS 448: Audio Computing Laboratory,153,3.57,22.2,39.2,11.1,5.9,8.5,5.2,2.0,2.6,0.7,0.0,0.7,0.0,2.0
1097,CS 450: Numerical Analysis,830,3.27,11.6,31.2,11.7,10.5,10.4,7.3,4.9,4.3,2.0,1.4,1.3,0.8,2.4
1098,CS 460: Security Laboratory,42,3.95,90.5,4.8,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1099,CS 461: Computer Security I,1393,2.89,5.5,13.8,13.4,11.2,15.4,14.1,6.6,5.4,5.6,2.3,1.9,1.9,2.9
1100,CS 463: Computer Security II,687,3.75,46.1,23.0,13.5,5.8,6.4,1.9,1.0,0.9,0.0,0.1,0.3,0.0,0.9
1101,CS 464: Topics in Societal and Ethical Impacts of Computer Technology,90,3.79,32.2,41.1,10.0,7.8,3.3,4.4,0.0,0.0,0.0,0.0,1.1,0.0,0.0
1102,CS 465: User Interface Design,770,3.65,2.6,41.8,29.7,12.2,7.5,4.2,1.0,0.5,0.0,0.0,0.3,0.0,0.1
1103,CS 466: Introduction to Bioinformatics,438,3.41,12.6,38.1,10.3,7.1,16.7,4.8,1.6,3.7,0.9,0.2,1.6,0.0,2.5
1104,CS 467: Social Visualization,145,3.82,17.9,53.1,17.9,4.8,4.1,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.7
1105,CS 469: Computational Advertising Infrastructure,75,3.91,30.7,54.7,9.3,1.3,2.7,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0
1106,CS 470: Social and Information Networks,45,3.94,68.9,24.4,4.4,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0
1107,CS 473: Algorithms,716,3.23,8.8,19.1,16.9,14.7,16.6,9.1,5.6,3.9,2.4,0.3,1.1,0.0,1.5
1108,CS 475: Formal Models of Computation,24,3.49,37.5,25.0,0.0,12.5,8.3,8.3,4.2,0.0,0.0,0.0,0.0,0.0,4.2
1109,CS 476: Program Verification,24,3.57,37.5,37.5,0.0,4.2,0.0,4.2,12.5,0.0,0.0,0.0,0.0,4.2,0.0
1110,CS 477: Formal Software Development Methods,158,3.52,15.2,27.8,23.4,13.9,7.0,4.4,3.2,2.5,1.3,0.0,0.0,0.0,1.3
1111,CS 484: Parallel Programming,385,3.44,10.6,44.4,10.9,2.9,16.6,1.3,1.3,7.3,1.3,0.0,0.8,0.0,2.6
1112,CS 498: AI Applications in Education,33,3.58,6.1,54.5,21.2,3.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1
1113,CS 498: AI for Robot Manipulation,46,3.38,10.9,32.6,21.7,8.7,6.5,13.0,0.0,0.0,0.0,0.0,0.0,2.2,4.3
1114,CS 498: Applied Machine Learning,347,3.8,5.5,80.7,5.8,1.4,0.6,0.9,0.6,0.9,1.2,0.0,0.6,0.0,2.0
1115,CS 498: Audio Computing Lab,50,3.64,24.0,50.0,8.0,0.0,0.0,6.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0
1116,CS 498: Cloud Computing Applications,1574,3.56,9.7,46.1,10.9,9.5,15.4,1.8,1.1,2.2,0.6,0.3,1.0,0.1,1.3
1117,CS 498: Computational Advertising,96,3.78,20.8,49.0,20.8,5.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.1
1118,CS 498: Computational Geometry,24,3.54,8.3,37.5,12.5,12.5,20.8,4.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0
1119,CS 498: Data Management in the Cloud,37,3.78,51.4,18.9,10.8,10.8,5.4,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0
1120,CS 498: Data Science & Analytics,31,3.03,3.2,22.6,12.9,12.9,9.7,9.7,12.9,6.5,3.2,0.0,6.5,0.0,0.0
1121,CS 498: End-to-End Data Science,64,3.91,50.0,40.6,4.7,1.6,0.0,1.6,0.0,0.0,0.0,0.0,1.6,0.0,0.0
1122,CS 498: Game Development,364,3.76,32.7,45.6,8.0,4.9,2.2,1.1,0.8,1.4,1.4,0.0,1.1,0.0,0.8
1123,CS 498: Internet of Things,99,3.67,41.4,39.4,5.1,3.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0
1124,CS 498: Intro to Deep Learning,167,3.71,22.2,59.3,1.2,1.8,6.0,2.4,0.0,3.6,0.6,0.6,1.2,0.6,0.6
1125,CS 498: Intro to Machine Perception,78,3.49,48.7,17.9,2.6,12.8,2.6,1.3,1.3,6.4,1.3,0.0,1.3,0.0,3.8
1126,CS 498: Intro to Quantum Computing,60,3.92,23.3,60.0,10.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1127,CS 498: Introduction to Machine Percep,57,3.74,61.4,24.6,1.8,1.8,5.3,0.0,0.0,0.0,0.0,0.0,1.8,0.0,3.5
1128,CS 498: Law &Policy Issues in CS,225,3.81,17.8,56.9,12.0,5.3,4.9,0.4,0.9,0.4,0.9,0.0,0.0,0.0,0.4
1129,CS 498: Mobile Robotics for CS,137,3.79,54.7,27.0,4.4,4.4,3.6,1.5,1.5,1.5,0.0,0.0,0.0,0.0,1.5
1130,CS 498: Reinforcement Learning,46,3.64,26.1,37.0,4.3,13.0,10.9,4.3,0.0,4.3,0.0,0.0,0.0,0.0,0.0
1131,CS 498: Robotic Systems,22,3.32,31.8,22.7,4.5,9.1,13.6,4.5,0.0,0.0,4.5,4.5,0.0,0.0,4.5
1132,CS 498: The Art of Web Programming,172,3.62,12.2,45.3,16.3,10.5,6.4,2.9,2.3,1.7,0.6,0.0,0.0,0.0,1.7
1133,CS 498: Trustworthy Machine Learning,24,3.71,12.5,62.5,0.0,12.5,4.2,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0
1134,CS 500: Current Topics in Computing Education Research,128,3.77,0.8,69.5,14.8,5.5,5.5,0.8,0.8,1.6,0.0,0.0,0.0,0.0,0.8
1135,CS 510: Advanced Information Retrieval,342,3.85,28.7,47.7,11.1,6.7,4.4,0.9,0.3,0.3,0.0,0.0,0.0,0.0,0.0
1136,CS 511: Advanced Data Management,324,3.84,19.8,54.0,14.2,6.2,2.5,2.8,0.3,0.3,0.0,0.0,0.0,0.0,0.0
1137,CS 512: Data Mining Principles,272,3.42,8.8,30.1,20.6,12.9,12.5,5.9,1.8,1.8,2.2,0.0,2.6,0.0,0.7
1138,CS 519: Scientific Visualization,193,3.69,13.0,50.3,17.1,6.7,6.7,2.6,0.0,1.6,0.0,0.0,0.5,0.0,1.6
1139,CS 521: Advanced Topics in Programming Systems,42,3.81,33.3,38.1,9.5,14.3,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1140,CS 523: Advanced Operating Systems,70,3.77,8.6,50.0,30.0,8.6,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4
1141,CS 525: Advanced Distributed Systems,115,3.61,9.6,25.2,27.0,27.0,9.6,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1142,CS 527: Topics in Software Engineering,287,3.78,15.7,50.5,16.4,9.4,3.8,2.8,1.0,0.3,0.0,0.0,0.0,0.0,0.0
1143,CS 533: Parallel Computer Architecture,93,3.67,15.1,47.3,6.5,10.8,15.1,4.3,0.0,0.0,0.0,0.0,1.1,0.0,0.0
1144,CS 534: Advanced Topics in Computer Architecture,21,3.65,23.8,23.8,14.3,23.8,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1145,CS 537: Advanced Topics in Internet of Things (IoT),37,3.61,16.2,35.1,18.9,10.8,13.5,0.0,0.0,2.7,2.7,0.0,0.0,0.0,0.0
1146,CS 538: Advanced Computer Networks,90,3.82,5.6,62.2,22.2,5.6,3.3,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0
1147,CS 540: Deep Learning Theory,56,3.82,10.7,55.4,21.4,5.4,5.4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1148,CS 542: Statistical Reinforcement Learning,199,3.61,11.1,44.2,18.1,11.6,7.0,4.0,0.0,0.5,0.5,0.5,0.5,0.0,2.0
1149,CS 545: Machine Learning for Signal Processing,203,3.74,22.7,34.5,28.1,2.5,9.4,0.5,0.5,2.0,0.0,0.0,0.0,0.0,0.0
1150,CS 546: Advanced Topics in Natural Language Processing,432,3.81,18.3,44.7,27.1,6.7,2.1,0.5,0.0,0.0,0.2,0.0,0.0,0.0,0.5
1151,CS 554: Parallel Numerical Algorithms,21,3.92,23.8,57.1,14.3,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1152,CS 555: Numerical Methods for PDEs,89,3.9,16.9,68.5,5.6,3.4,3.4,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1153,CS 562: Adv. Trustworthy Mach. Lrng.,92,3.89,4.3,70.7,18.5,5.4,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1154,"CS 562: Advanced Topics in Security, Privacy, and Machine Learning",49,3.9,0.0,85.7,6.1,6.1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1155,CS 563: Advanced Computer Security,51,3.76,21.6,45.1,15.7,13.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1156,CS 565: Ethics in AI,33,3.68,0.0,18.2,72.7,6.1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1157,CS 565: Human-Computer Interaction,152,3.77,1.3,63.8,16.4,9.2,5.9,1.3,0.7,1.3,0.0,0.0,0.0,0.0,0.0
1158,CS 567: Social Signals and Social Media,107,3.79,18.7,51.4,14.0,6.5,4.7,1.9,1.9,0.9,0.0,0.0,0.0,0.0,0.0
1159,CS 568: User-Centered Machine Learning,256,3.96,56.2,35.5,7.0,0.0,0.8,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
1160,CS 574: Randomized Algorithms,51,3.71,7.8,52.9,15.7,11.8,9.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1161,CS 579: Computational Complexity,21,3.72,9.5,42.9,28.6,9.5,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1162,CS 580: Topics in Algorithmic Game Theory,53,3.52,30.2,20.8,15.1,15.1,1.9,3.8,1.9,11.3,0.0,0.0,0.0,0.0,0.0
1163,CS 583: Approximation Algorithms,33,3.62,9.1,48.5,15.2,9.1,6.1,9.1,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1164,CS 588: Autonomous Vehicle System Engineering,66,3.29,15.2,15.2,15.2,18.2,13.6,10.6,3.0,3.0,4.5,0.0,1.5,0.0,0.0
1165,CS 598: 3-D Vision,37,3.97,21.6,73.0,2.7,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1166,CS 598: ADV Comp. Topics in Robotics,56,3.42,7.1,28.6,19.6,17.9,12.5,7.1,1.8,0.0,1.8,0.0,3.6,0.0,0.0
1167,CS 598: AI Efficiency: Sys. & Algor.,46,3.68,0.0,45.7,28.3,17.4,6.5,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0
1168,CS 598: Advanced Bayesian Modeling,313,3.5,11.8,36.1,16.0,13.1,12.8,2.2,1.0,3.2,0.0,1.6,0.6,0.0,1.6
1169,CS 598: Advanced Computer Vision,26,3.81,19.2,73.1,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8
1170,CS 598: Advanced Data Structures,27,3.64,11.1,22.2,44.4,11.1,7.4,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0
1171,CS 598: Cloud Stor Sys: Theory&Practic,41,3.86,70.7,9.8,14.6,2.4,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0
1172,CS 598: Conversational AI,65,3.84,29.2,43.1,13.8,7.7,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1173,CS 598: Deep Learning For Healthcare,72,3.89,30.6,47.2,16.7,2.8,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1174,CS 598: Deep Learning for Healthcare,285,3.79,17.5,50.9,18.9,7.0,2.1,1.1,1.1,0.4,0.0,0.0,0.0,0.0,1.1
1175,CS 598: Deep Learning with Graphs,43,3.93,20.9,60.5,16.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1176,CS 598: Deep Lrng for Healthcare,341,3.84,46.0,31.4,12.3,3.8,2.9,2.1,0.0,0.9,0.0,0.0,0.0,0.0,0.6
1177,CS 598: Deep Lrng. for Robotic Manip.,29,3.86,17.2,79.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4
1178,CS 598: Embodied Natural Language Proc,28,3.95,32.1,64.3,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,CS 598: Endpt Threat Detect. & Invest.,22,3.85,45.5,18.2,31.8,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180,CS 598: Fault-Tolerant Dist Algorithms,38,3.46,15.8,15.8,15.8,23.7,18.4,7.9,2.6,0.0,0.0,0.0,0.0,0.0,0.0
1181,CS 598: Foundations of Data Curation,1304,3.95,61.3,30.1,5.4,1.6,0.9,0.2,0.3,0.1,0.0,0.0,0.0,0.0,0.1
1182,CS 598: Frontiers of Quantum Complex.,24,3.96,0.0,95.8,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1183,CS 598: HCI for ML,74,3.92,21.6,62.2,9.5,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1184,CS 598: How to Do Research,36,3.92,11.1,69.4,13.9,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1185,CS 598: LLM Post-pretraining,42,3.96,73.8,21.4,0.0,2.4,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1186,"CS 598: Lang., Interfaces, and Comm.",28,3.86,0.0,75.0,14.3,7.1,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1187,CS 598: Learning to learn,61,3.96,3.3,91.8,3.3,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0
1188,CS 598: ML + Data Systems,45,3.94,8.9,82.2,4.4,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1189,CS 598: ML for Software Engineering,114,3.91,39.5,44.7,6.1,7.9,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1190,CS 598: Practical Statistical Learning,971,3.8,0.0,71.6,13.6,3.0,7.4,3.8,0.2,0.3,0.0,0.0,0.0,0.0,0.1
1191,CS 598: Probabilistic Graphical Models,26,3.36,50.0,7.7,0.0,15.4,3.8,3.8,3.8,11.5,0.0,0.0,0.0,0.0,3.8
1192,CS 598: Proof Automation,22,3.91,72.7,9.1,9.1,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1193,CS 598: Quantum Cryptography,25,3.73,20.0,48.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1194,CS 598: Reliability of Cloud-Scale Sys,33,3.77,15.2,36.4,27.3,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1195,CS 598: Research Methods in HCI,96,3.91,25.0,59.4,9.4,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1196,CS 598: Robotics,26,3.83,38.5,53.8,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,3.8,0.0,0.0
1197,CS 598: Sec and Priv for home IoT,22,3.88,36.4,40.9,9.1,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1198,CS 598: Secure Computation,30,3.67,0.0,76.7,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3
1199,"CS 598: Smart cities, homes, & beyond",25,3.91,16.0,76.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,CS 598: Social Computing,32,3.98,78.1,18.8,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1201,CS 598: Software QA w Generative AI,36,3.83,55.6,25.0,8.3,2.8,0.0,5.6,2.8,0.0,0.0,0.0,0.0,0.0,0.0
1202,CS 598: Special Top. in Robot Learning,26,3.87,30.8,46.2,15.4,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1203,CS 598: Systems for GenAI,42,3.93,0.0,81.0,16.7,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1204,CS 598: Text Mining Large Lang. Models,30,3.87,20.0,63.3,3.3,3.3,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1205,CS 598: Text Mining: A New Paradigm,57,3.74,19.3,43.9,21.1,8.8,3.5,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.8
1206,CS 598: Transfer Learning,132,3.87,5.3,77.3,9.1,3.0,3.8,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.8
1207,CW 100: Intro to Creative Writing,612,3.62,21.2,46.2,11.1,7.5,4.6,1.8,1.0,1.1,0.5,0.5,1.3,0.2,2.9
1208,CW 200: Reading for Writers,43,3.5,48.8,16.3,2.3,11.6,7.0,4.7,2.3,0.0,2.3,0.0,0.0,0.0,4.7
1209,"CW 243: The Craft Essay: Creative Reading, Reflection, and Revision",43,3.38,4.7,41.9,16.3,11.6,7.0,7.0,0.0,4.7,0.0,0.0,4.7,0.0,2.3
1210,CWL 114: Global Consciousness and Lit,471,3.57,56.7,13.6,5.7,6.6,5.7,1.9,2.1,1.5,0.4,1.1,0.2,0.2,4.2
1211,CWL 189: Literatures of the Islamic World,53,3.7,35.8,35.8,9.4,3.8,5.7,3.8,1.9,1.9,0.0,0.0,0.0,1.9,0.0
1212,CWL 204: US Border Literatures and Cultures,25,2.64,12.0,16.0,8.0,4.0,20.0,8.0,0.0,4.0,8.0,0.0,4.0,4.0,12.0
1213,CWL 207: Indian Cinema in Context,1141,3.92,1.1,89.5,4.9,1.2,1.6,0.9,0.2,0.0,0.0,0.0,0.0,0.1,0.5
1214,CWL 211: The Arab-Israeli Conflict,44,2.9,11.4,13.6,13.6,13.6,4.5,11.4,6.8,4.5,6.8,4.5,6.8,2.3,0.0
1215,CWL 241: Early Masterpieces of Western Culture,373,3.54,25.7,32.2,15.0,5.6,8.6,4.0,1.9,2.7,1.1,0.3,0.0,0.5,2.4
1216,CWL 242: Modern Masterpieces of Western Culture,337,3.34,11.6,38.6,16.6,8.0,6.8,4.7,2.1,1.5,0.6,1.2,1.2,1.8,5.3
1217,CWL 320: Holocaust on Screen,78,2.73,16.7,3.8,3.8,12.8,17.9,12.8,9.0,5.1,7.7,1.3,0.0,0.0,9.0
1218,CWL 320: Responses to the Holocaust,46,2.59,0.0,6.5,6.5,23.9,8.7,17.4,10.9,13.0,2.2,0.0,0.0,2.2,8.7
1219,DANC 100: Intro to Contemporary Dance,1711,3.6,28.3,42.7,8.6,4.8,4.3,2.6,1.0,1.2,1.3,0.4,0.8,0.5,3.5
1220,DANC 101: Modern Dance I,26,3.82,30.8,50.0,7.7,0.0,7.7,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0
1221,DANC 105: Jazz Dance I,23,3.72,13.0,52.2,13.0,8.7,8.7,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0
1222,DANC 107: Ballet I,22,3.89,0.0,81.8,9.1,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1223,DANC 111: House,23,3.78,39.1,43.5,4.3,0.0,4.3,4.3,0.0,0.0,4.3,0.0,0.0,0.0,0.0
1224,DANC 116: Dance I: Ballet,77,3.74,35.1,42.9,5.2,5.2,3.9,2.6,1.3,1.3,1.3,0.0,0.0,0.0,1.3
1225,DANC 116: Dance I: Ballroom,23,3.81,65.2,21.7,4.3,0.0,0.0,0.0,4.3,0.0,4.3,0.0,0.0,0.0,0.0
1226,DANC 116: Dance I: Social Dances,23,3.81,8.7,69.6,13.0,0.0,0.0,4.3,0.0,4.3,0.0,0.0,0.0,0.0,0.0
1227,DANC 200: Explore Music through Dance,339,3.66,29.8,44.8,7.1,4.4,4.4,2.4,0.9,0.9,0.6,0.6,0.9,0.6,2.7
1228,DANC 200: Music through Dance,41,3.84,26.8,56.1,9.8,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0
1229,DANC 201: Yoga Practicum,156,3.78,37.2,39.7,9.6,4.5,3.8,0.0,1.3,1.9,0.6,0.6,0.0,0.0,0.6
1230,DANC 209: Lyric Theatre Dance,22,3.77,4.5,77.3,0.0,4.5,4.5,4.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0
1231,"DANC 259: Contact Improvisation for Actors, Musicians and Dancers",21,3.81,14.3,61.9,9.5,4.8,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1232,DANC 270: Dancing in Community I,22,3.46,13.6,36.4,18.2,4.5,4.5,4.5,4.5,13.6,0.0,0.0,0.0,0.0,0.0
1233,DANC 340: Dancing Black Popular Culture,262,3.4,1.9,32.1,27.9,14.1,7.3,6.9,2.3,3.1,0.8,0.8,0.0,1.5,1.5
1234,DANC 345: Dance Anatomy and Kinesiology,24,2.9,8.3,25.0,16.7,8.3,4.2,4.2,8.3,4.2,4.2,4.2,4.2,0.0,8.3
1235,DANC 360: Int/Adv Contemp Mod Tech Core,21,3.67,28.6,19.0,23.8,14.3,9.5,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1236,DTX 180: Exercising Empathy,45,3.49,0.0,62.2,15.6,8.9,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9
1237,DTX 251: Introduction to Design Thinking,28,3.92,67.9,21.4,7.1,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0
1238,DTX 455: Design for Social Impact,23,3.74,13.0,65.2,0.0,8.7,4.3,0.0,4.3,4.3,0.0,0.0,0.0,0.0,0.0
1239,DTX 495: Intro to Immersive Experiences,23,3.72,34.8,30.4,17.4,8.7,0.0,0.0,4.3,4.3,0.0,0.0,0.0,0.0,0.0
1240,DTX 495: Intro to UX Theory and Tools,55,3.7,30.9,27.3,18.2,9.1,7.3,5.5,0.0,1.8,0.0,0.0,0.0,0.0,0.0
1241,DTX 495: Introduction to Ethics in HCD,24,3.46,25.0,29.2,20.8,4.2,8.3,4.2,0.0,0.0,0.0,0.0,0.0,4.2,4.2
1242,DTX 495: Student-Centered App Design,53,3.87,60.4,24.5,11.3,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9
1243,EALC 130: The Chinese Language,45,3.76,37.8,28.9,15.6,8.9,4.4,2.2,0.0,0.0,2.2,0.0,0.0,0.0,0.0
1244,EALC 207: Classical Chinese Lit,36,3.66,0.0,47.2,30.6,2.8,11.1,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1245,EALC 208: Chinese Cinema,40,3.68,42.5,27.5,17.5,0.0,2.5,2.5,0.0,5.0,0.0,0.0,0.0,0.0,2.5
1246,EALC 212: East Asian Art History,62,2.94,9.7,27.4,11.3,3.2,12.9,6.5,1.6,8.1,3.2,4.8,1.6,6.5,3.2
1247,EALC 222: Chinese Thought and Culture,78,3.34,17.9,28.2,7.7,15.4,9.0,5.1,5.1,2.6,5.1,1.3,1.3,1.3,0.0
1248,EALC 225: Japanese Religions: Thought and Practice,54,3.35,0.0,38.9,14.8,11.1,24.1,1.9,0.0,5.6,0.0,0.0,0.0,0.0,3.7
1249,EALC 230: Popular Cultures of Contemporary East Asia,1033,3.69,24.9,40.6,14.9,6.0,5.9,2.5,1.4,1.5,0.7,0.2,0.3,0.3,1.0
1250,EALC 250: Intro to Japanese Culture,195,2.97,12.8,14.9,17.9,6.7,15.9,7.2,5.1,5.1,3.1,1.0,1.5,1.0,7.7
1251,EALC 275: Masterpieces of East Asian Lit,262,3.66,22.1,40.5,14.5,11.5,6.1,0.0,0.8,0.0,1.5,0.8,0.8,0.0,1.5
1252,EALC 280: Anthropology of Martial Arts,36,3.76,22.2,55.6,5.6,5.6,2.8,0.0,2.8,5.6,0.0,0.0,0.0,0.0,0.0
1253,EALC 285: Intro to Korea Through Film,129,3.7,47.3,20.2,12.4,9.3,3.9,0.8,2.3,0.8,0.8,1.6,0.0,0.0,0.8
1254,EALC 305: Japan Lit in Translation I,21,3.7,9.5,23.8,42.9,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1255,EALC 320: Sacred Sites in Japan,24,2.6,12.5,25.0,0.0,16.7,4.2,0.0,4.2,8.3,4.2,4.2,0.0,4.2,16.7
1256,EALC 327: Tokyo: Then and Now,23,3.88,0.0,87.0,4.3,4.3,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0
1257,EALC 365: Contemporary Korean Society,59,3.63,25.4,28.8,20.3,13.6,3.4,3.4,1.7,0.0,1.7,0.0,0.0,0.0,1.7
1258,EALC 367: History of Korea,34,3.89,8.8,67.6,14.7,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1259,ECE 101: Exploring Digital Info Technol,104,3.73,28.8,43.3,17.3,1.9,1.9,1.9,1.0,1.0,0.0,0.0,0.0,0.0,2.9
1260,ECE 110: Introduction to Electronics,5132,3.01,10.0,22.6,11.6,10.3,13.2,6.1,5.7,6.8,3.1,2.6,2.5,0.6,5.0
1261,ECE 120: Introduction to Computing,2827,3.23,16.3,23.1,14.8,10.9,11.4,5.6,4.7,3.7,2.2,1.7,1.6,0.6,3.5
1262,ECE 198: James Scholars Honors Course,55,3.86,41.8,34.5,9.1,10.9,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1263,ECE 199: Undergraduate Open Seminar,157,3.67,63.7,15.3,5.7,0.6,2.5,0.6,3.8,1.9,2.5,0.0,0.6,1.3,1.3
1264,ECE 205: Electrical and Electronic Circuits,2126,3.58,42.9,20.6,9.8,5.9,6.8,4.4,3.1,2.5,1.2,0.9,0.6,0.4,0.9
1265,ECE 206: Electrical and Electronic Circuits Lab,530,3.66,24.5,52.3,5.7,3.0,2.3,4.2,0.8,2.1,0.9,0.8,1.1,0.4,2.1
