,course,num_students,avg_gpa,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F
50,CS 498: Internet of Things,99,3.67,41.4,39.4,5.1,3.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0
51,ECE 481: Nanotechnology,55,3.67,21.8,41.8,7.3,1.8,23.6,1.8,0.0,1.8,0.0,0.0,0.0,0.0,0.0
52,IE 400: Design & Anlys of Experiments,84,3.67,0.0,66.7,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,MATH 427: Honors Abstract Algebra,80,3.66,18.8,31.2,20.0,17.5,7.5,2.5,1.2,1.2,0.0,0.0,0.0,0.0,0.0
54,IB 453: Community Ecology,75,3.65,18.7,38.7,18.7,9.3,6.7,4.0,1.3,0.0,1.3,0.0,0.0,0.0,1.3
55,SE 411: Reliability Engineering,71,3.65,14.1,31.0,26.8,11.3,11.3,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,CS 498: Audio Computing Lab,50,3.64,24.0,50.0,8.0,0.0,0.0,6.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0
57,NPRE 475: Wind Power Systems,435,3.64,30.8,26.2,14.9,13.8,5.7,2.3,2.8,0.9,1.1,0.5,0.7,0.2,0.0
58,CS 498: Reinforcement Learning,46,3.64,26.1,37.0,4.3,13.0,10.9,4.3,0.0,4.3,0.0,0.0,0.0,0.0,0.0
59,ATMS 420: Atmospheric Chemistry,58,3.64,39.7,19.0,10.3,15.5,10.3,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.7
60,MATH 418: Intro to Abstract Algebra II,43,3.64,37.2,20.9,16.3,7.0,11.6,0.0,2.3,2.3,2.3,0.0,0.0,0.0,0.0
61,CS 447: Natural Language Processing,1086,3.64,20.7,33.1,25.6,8.6,5.0,2.7,1.1,0.5,0.2,0.3,0.3,0.0,2.0
62,BIOC 455: Technqs Biochem & Biotech,114,3.63,59.6,11.4,7.0,6.1,3.5,4.4,2.6,0.0,0.9,0.0,1.8,0.9,1.8
63,MCB 402: Sys & Integrative Physiology,1308,3.63,26.3,27.2,19.0,8.7,9.5,5.4,2.0,0.8,0.8,0.0,0.3,0.2,0.0
64,AE 460: Aerodynamics & Propulsion Lab,399,3.63,0.0,41.4,29.1,15.5,8.8,2.3,1.5,1.0,0.5,0.0,0.0,0.0,0.0
65,ECE 460: Optical Imaging,27,3.63,18.5,55.6,0.0,7.4,7.4,0.0,0.0,3.7,7.4,0.0,0.0,0.0,0.0
66,MATH 424: Honors Real Analysis,118,3.63,20.3,32.2,20.3,11.9,8.5,1.7,1.7,1.7,0.0,0.0,0.8,0.8,0.0
67,MATH 403: Euclidean Geometry,123,3.63,23.6,36.6,13.0,8.1,9.8,2.4,2.4,0.8,2.4,0.0,0.0,0.8,0.0
68,CS 431: Embedded Systems,62,3.62,24.2,30.6,11.3,14.5,12.9,0.0,3.2,3.2,0.0,0.0,0.0,0.0,0.0
69,AE 412: Viscous Flow & Heat Transfer,58,3.62,1.7,43.1,22.4,15.5,10.3,3.4,3.4,0.0,0.0,0.0,0.0,0.0,0.0
70,MCB 408: Immunology,295,3.62,12.2,31.9,25.8,14.2,8.8,3.4,2.0,1.0,0.3,0.3,0.0,0.0,0.0
71,CS 498: The Art of Web Programming,172,3.62,12.2,45.3,16.3,10.5,6.4,2.9,2.3,1.7,0.6,0.0,0.0,0.0,1.7
72,ECE 418: Image & Video Processing,81,3.61,12.3,34.6,27.2,7.4,3.7,8.6,6.2,0.0,0.0,0.0,0.0,0.0,0.0
73,SHS 320: Development of Spoken Language,464,3.61,22.8,39.9,11.6,5.6,9.3,3.9,0.9,3.0,0.0,0.9,1.5,0.2,0.4
74,SHS 200: General Phonetics,371,3.61,31.5,25.6,14.3,9.2,7.3,6.5,1.9,1.3,1.3,0.5,0.3,0.0,0.3
75,ECE 484: Principles of Safe Autonomy,270,3.61,7.4,34.8,28.9,14.4,9.3,2.2,1.5,0.0,0.4,0.0,0.0,0.4,0.7
76,CS 420: Parallel Progrmg: Sci & Engrg,117,3.61,17.9,27.4,29.1,11.1,9.4,0.9,1.7,0.9,0.0,0.0,0.0,0.0,1.7
77,STAT 428: Statistical Computing,264,3.6,45.5,19.3,11.4,4.9,5.3,3.4,3.0,2.3,1.1,1.9,1.1,0.4,0.4
78,ECE 490: Introduction to Optimization,170,3.6,13.5,44.1,11.2,11.8,8.8,4.7,2.4,1.2,1.2,0.0,0.6,0.0,0.6
79,ASTR 330: Extraterrestrial Life,917,3.6,11.3,41.1,19.6,12.6,6.7,3.8,1.1,1.2,0.2,0.3,0.5,0.0,1.4
80,SHS 240: Intro Sound & Hearing Science,272,3.6,17.3,43.8,12.5,5.1,10.3,4.0,1.1,4.0,0.0,0.4,0.0,0.7,0.7
81,ME 420: Intermediate Heat Transfer,72,3.6,13.9,50.0,5.6,5.6,18.1,1.4,0.0,2.8,0.0,1.4,0.0,0.0,1.4
82,CS 101: Intro Computing: Engrg & Sci,5284,3.6,19.7,44.6,12.8,7.0,4.5,3.1,1.7,1.4,1.0,0.9,0.5,0.3,2.3
83,CHEM 105: General Chemistry Lab II,6986,3.6,29.8,30.8,12.6,8.2,7.5,3.2,2.3,2.0,1.0,0.6,0.8,0.2,1.0
84,LING 406: Introduction to Computational Linguistics,395,3.6,21.0,42.5,13.9,5.8,10.1,0.0,0.0,1.5,0.0,0.0,1.5,0.0,3.5
85,ECE 311: Digital Signal Processing Lab,1467,3.59,24.9,38.0,14.1,6.1,5.2,3.7,1.6,1.3,0.8,0.7,0.3,0.4,2.8
86,ECE 451: Adv Microwave Measurements,26,3.59,19.2,34.6,11.5,7.7,19.2,3.8,0.0,3.8,0.0,0.0,0.0,0.0,0.0
87,NPRE 441: Radiation Protection,100,3.59,14.0,39.0,13.0,8.0,17.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
88,IB 461: Ornithology,113,3.58,33.6,25.7,12.4,8.0,5.3,4.4,4.4,2.7,1.8,0.9,0.9,0.0,0.0
89,CHEM 103: General Chemistry Lab I,8879,3.58,34.1,27.3,11.9,7.8,6.8,3.3,2.4,1.8,1.0,0.9,0.6,0.5,1.6
90,MCB 406: Gene Expression & Regulation,189,3.58,8.5,34.4,21.2,18.0,10.1,5.3,1.1,0.5,0.5,0.5,0.0,0.0,0.0
91,ECE 439: Wireless Networks,24,3.58,16.7,29.2,33.3,8.3,0.0,4.2,4.2,0.0,0.0,0.0,4.2,0.0,0.0
92,CS 498: AI Applications in Education,33,3.58,6.1,54.5,21.2,3.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1
93,CS 476: Program Verification,24,3.57,37.5,37.5,0.0,4.2,0.0,4.2,12.5,0.0,0.0,0.0,0.0,4.2,0.0
94,CS 435: Cloud Networking,463,3.57,6.7,59.8,12.5,5.8,3.9,2.4,0.0,2.4,0.9,0.4,0.6,0.4,4.1
95,ME 400: Energy Conversion Systems,325,3.57,25.5,23.4,22.5,7.4,8.3,6.2,3.1,1.2,1.8,0.3,0.0,0.0,0.3
96,NPRE 470: Fuel Cells & Hydrogen Sources,195,3.57,20.0,22.6,12.8,29.2,11.3,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
97,CS 438: Communication Networks,828,3.57,11.6,29.1,24.0,18.6,10.3,3.1,0.7,1.0,0.8,0.0,0.0,0.0,0.7
98,STAT 420: Methods of Applied Statistics,1182,3.57,19.0,36.6,14.3,10.0,8.5,3.4,3.4,1.7,0.8,0.6,0.6,0.1,1.0
99,CS 498: Cloud Computing Applications,1574,3.56,9.7,46.1,10.9,9.5,15.4,1.8,1.1,2.2,0.6,0.3,1.0,0.1,1.3
100,ECE 488: Compound Semicond & Devices,27,3.56,18.5,25.9,11.1,18.5,18.5,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,ECE 417: Multimedia Signal Processing,68,3.56,14.7,32.4,27.9,8.8,7.4,0.0,2.9,0.0,1.5,1.5,1.5,1.5,0.0
102,ME 472: Introduction to Tribology,78,3.55,21.8,35.9,14.1,10.3,5.1,1.3,2.6,2.6,3.8,1.3,0.0,0.0,1.3
103,CS 445: Computational Photography,1117,3.55,20.9,34.6,22.0,7.0,4.3,2.7,1.4,1.0,1.0,0.7,0.9,1.0,2.6
104,CS 412: Introduction to Data Mining,1577,3.55,16.5,35.6,19.3,11.7,7.4,2.6,1.0,1.5,0.5,0.0,1.0,0.0,2.9
105,CS 498: Computational Geometry,24,3.54,8.3,37.5,12.5,12.5,20.8,4.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0
106,CS 423: Operating Systems Design,84,3.54,8.3,46.4,11.9,6.0,13.1,2.4,7.1,2.4,2.4,0.0,0.0,0.0,0.0
107,ME 451: Computer-Aided Mfg Systems,35,3.54,2.9,31.4,22.9,17.1,22.9,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,SHS 301: General Speech Science,280,3.53,23.9,21.8,20.0,13.6,7.5,5.7,3.6,1.4,0.7,1.1,0.0,0.7,0.0
109,IE 310: Deterministic Models in Optimization,724,3.53,5.5,39.5,21.1,12.8,9.5,5.4,2.1,1.7,0.6,0.0,0.0,0.1,1.7
110,IE 420: Financial Engineering,254,3.53,10.2,31.5,24.0,17.3,5.5,3.9,2.4,2.4,0.4,1.2,0.4,0.4,0.4
111,ECE 470: Introduction to Robotics,859,3.53,9.7,34.9,21.4,13.3,9.4,3.5,2.7,1.7,1.3,1.2,0.6,0.1,0.2
112,IE 431: Design for Six Sigma,113,3.52,0.0,31.9,30.1,16.8,12.4,4.4,0.9,2.7,0.9,0.0,0.0,0.0,0.0
113,CS 477: Formal Software Development Methods,158,3.52,15.2,27.8,23.4,13.9,7.0,4.4,3.2,2.5,1.3,0.0,0.0,0.0,1.3
114,MCB 300: Microbiology,1946,3.52,8.2,32.8,25.6,14.5,8.1,4.2,2.1,1.1,0.8,0.7,0.6,0.5,0.8
115,BIOC 446: Physical Biochemistry,233,3.52,16.7,27.5,15.9,12.0,20.2,3.4,0.9,2.6,0.0,0.0,0.0,0.0,0.9
116,ECE 380: Biomedical Imaging,78,3.51,14.1,20.5,29.5,15.4,7.7,7.7,3.8,0.0,0.0,0.0,0.0,1.3,0.0
117,CS 426: Compiler Construction,104,3.51,9.6,39.4,14.4,4.8,17.3,6.7,3.8,2.9,0.0,0.0,1.0,0.0,0.0
118,ME 370: Mechanical Design I,1148,3.51,13.9,33.1,18.4,11.1,11.0,4.7,2.4,2.0,0.8,0.9,0.6,0.3,0.9
119,ME 487: MEMS-NEMS Theory & Fabrication,126,3.5,9.5,28.6,24.6,12.7,9.5,7.1,3.2,4.8,0.0,0.0,0.0,0.0,0.0
120,ME 371: Mechanical Design II,393,3.5,4.8,31.6,25.7,15.0,12.2,5.3,1.8,1.3,1.3,0.0,0.5,0.0,0.5
121,CS 440: Artificial Intelligence,1620,3.5,11.2,39.3,15.2,10.4,11.4,2.5,2.1,4.2,0.8,0.4,0.5,0.6,1.3
122,IB 203: Ecology,43,3.5,0.0,44.2,18.6,11.6,16.3,0.0,7.0,0.0,0.0,0.0,0.0,2.3,0.0
123,IB 462: Mammalogy,57,3.49,8.8,33.3,24.6,10.5,7.0,5.3,3.5,3.5,1.8,1.8,0.0,0.0,0.0
124,CS 475: Formal Models of Computation,24,3.49,37.5,25.0,0.0,12.5,8.3,8.3,4.2,0.0,0.0,0.0,0.0,0.0,4.2
125,CS 498: Intro to Machine Perception,78,3.49,48.7,17.9,2.6,12.8,2.6,1.3,1.3,6.4,1.3,0.0,1.3,0.0,3.8
126,MCB 424: Microbial Biochemistry,153,3.49,2.0,33.3,20.9,20.3,11.1,6.5,2.6,2.6,0.7,0.0,0.0,0.0,0.0
127,ME 200: Thermodynamics,1363,3.48,7.2,34.8,22.5,9.3,13.9,5.2,1.5,2.7,0.7,0.2,0.4,0.1,1.5
128,ECE 416: Biosensors,122,3.48,37.7,21.3,6.6,8.2,12.3,0.8,2.5,4.1,3.3,0.0,2.5,0.0,0.8
129,CS 419: Production Computer Graphics,32,3.48,12.5,50.0,12.5,9.4,0.0,3.1,0.0,6.2,0.0,0.0,0.0,0.0,6.2
130,CS 421: Programming Languages & Compilers,810,3.48,23.2,47.3,0.4,6.4,6.2,0.4,3.3,2.5,0.0,5.8,3.1,0.0,1.5
131,ECE 454: Antennas,22,3.47,0.0,36.4,40.9,0.0,4.5,0.0,9.1,4.5,4.5,0.0,0.0,0.0,0.0
132,MATH 442: Intro Partial Diff Equations,403,3.47,18.1,36.7,14.6,6.2,6.7,4.5,2.5,5.0,1.7,0.7,0.7,1.5,1.0
133,MCB 435: Evolution of Infectious Disease,167,3.46,27.5,13.2,18.6,15.0,9.6,9.0,2.4,2.4,0.0,0.6,1.2,0.0,0.6
134,"MCB 410: Developmental Biology, Stem Cells and Regenerative Medicine",236,3.46,11.4,25.0,20.8,16.5,10.6,6.8,4.7,2.5,1.3,0.4,0.0,0.0,0.0
135,CS 433: Computer System Organization,155,3.46,9.0,26.5,24.5,12.9,12.3,6.5,3.9,2.6,1.9,0.0,0.0,0.0,0.0
136,ECE 407: Cryptography,194,3.46,7.7,46.9,7.7,8.2,11.3,6.7,4.1,3.1,1.0,1.0,0.0,0.5,1.5
137,PHYS 460: Condensed Matter Physics,161,3.45,7.5,28.0,23.0,15.5,13.0,4.3,4.3,1.9,0.0,0.6,0.6,1.2,0.0
138,MATH 453: Number Theory,308,3.45,12.7,34.4,11.4,13.6,10.7,6.2,5.5,1.6,1.6,1.0,0.6,0.0,0.6
139,NPRE 429: Plasma Engineering,73,3.45,4.1,34.2,19.2,12.3,15.1,4.1,6.8,2.7,1.4,0.0,0.0,0.0,0.0
140,IB 464: Herpetology,23,3.45,13.0,26.1,17.4,8.7,17.4,13.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0
141,NPRE 201: Energy Systems,227,3.45,3.1,27.3,20.3,22.0,19.8,1.3,3.1,2.6,0.0,0.0,0.0,0.0,0.4
142,NPRE 457: Safety Anlys Nucl Reactor Syst,30,3.44,26.7,6.7,20.0,23.3,10.0,3.3,6.7,0.0,3.3,0.0,0.0,0.0,0.0
143,MCB 480: Eukaryotic Cell Signaling,166,3.44,4.2,36.1,18.1,15.1,10.8,5.4,2.4,6.0,0.0,0.0,1.2,0.0,0.6
144,ECE 298: Special Topics,24,3.43,50.0,20.8,8.3,0.0,4.2,0.0,0.0,8.3,0.0,0.0,0.0,0.0,8.3
145,ECE 486: Control Systems,270,3.42,21.9,24.1,11.1,11.9,14.4,5.2,3.3,4.4,2.2,0.4,0.4,0.0,0.7
146,ECE 444: IC Device Theory & Fabrication,185,3.41,14.1,36.2,11.4,2.2,15.7,6.5,5.4,3.2,3.8,0.0,1.6,0.0,0.0
147,IE 411: Optimization of Large Systems,22,3.41,22.7,40.9,13.6,4.5,0.0,0.0,9.1,0.0,0.0,0.0,0.0,0.0,9.1
148,CS 466: Introduction to Bioinformatics,438,3.41,12.6,38.1,10.3,7.1,16.7,4.8,1.6,3.7,0.9,0.2,1.6,0.0,2.5
149,CS 242: Programming Studio,196,3.41,29.6,24.0,9.7,8.7,9.2,7.1,2.0,2.0,0.5,2.6,2.0,0.5,2.0
150,ME 430: Failure of Engrg Materials,131,3.4,6.9,23.7,26.7,14.5,10.7,9.9,1.5,2.3,1.5,0.8,0.8,0.0,0.8
151,AE 202: Aerospace Flight Mechanics,259,3.4,13.5,33.6,16.6,10.4,8.9,6.9,2.7,0.8,0.8,0.0,1.5,0.8,3.5
152,PSYC 204: Intro to Brain and Cognition,144,3.39,11.8,26.4,24.3,10.4,6.2,7.6,4.2,4.2,2.1,0.7,0.7,0.0,1.4
153,CS 498: AI for Robot Manipulation,46,3.38,10.9,32.6,21.7,8.7,6.5,13.0,0.0,0.0,0.0,0.0,0.0,2.2,4.3
154,CS 418: Interactive Computer Graphics,368,3.38,15.5,31.0,14.7,13.6,8.2,3.5,2.4,3.0,2.2,0.3,3.5,0.0,2.2
155,STAT 425: Statistical Modeling I,1088,3.38,17.4,31.2,14.8,9.9,8.5,4.8,2.3,3.6,2.3,0.5,0.9,0.3,3.6
156,MATH 484: Nonlinear Programming,161,3.37,15.5,32.3,14.3,9.3,6.8,5.6,2.5,6.2,3.7,1.2,0.6,0.6,1.2
157,BIOE 302: Modeling Human Physiology,169,3.37,1.8,50.3,0.0,4.7,31.4,0.0,0.0,8.3,0.0,0.0,2.4,0.0,1.2
158,CS 450: Numerical Analysis,432,3.37,16.9,21.5,14.8,13.9,11.8,8.3,5.8,3.5,1.6,0.9,0.2,0.0,0.7
159,CS 446: Machine Learning,1222,3.36,6.9,25.4,24.0,15.8,9.0,7.0,4.1,3.9,1.3,0.4,0.3,0.7,1.2
160,ATMS 302: Atmospheric Dynamics I,22,3.36,13.6,22.7,18.2,0.0,27.3,9.1,0.0,9.1,0.0,0.0,0.0,0.0,0.0
161,ECE 498: Data Science & Analytics,24,3.36,16.7,20.8,12.5,16.7,8.3,12.5,8.3,0.0,4.2,0.0,0.0,0.0,0.0
162,ME 452: Num Control of Mfg Processes,124,3.36,5.6,38.7,7.3,3.2,33.9,1.6,0.8,5.6,0.0,0.0,1.6,0.0,1.6
